length_m,load_n,moment_of_inertia_m4,material,deflection_m
1.153284316624494,217.90086205981848,1.801649197192323e-06,composite,0.001370485946772077
1.179268308157739,407.88719324430855,9.869092051694952e-07,steel,0.0011955054754394325
1.5993827915208434,211.42048869049194,1.4418777835710445e-06,composite,0.004213361605036357
1.8745620408374646,299.292654549065,1.8988938294544513e-06,steel,0.0017230757292670308
1.1964346657145732,635.1099925105214,1.480937736259188e-06,steel,0.0012654541679855726
1.3103236729000947,624.8547414101527,1.2766799617673888e-06,steel,0.0016166879792711831
1.7774048382411776,643.1482318744296,1.3340192658247905e-06,composite,0.02108927950589071
1.9718264260609675,390.29190267798725,8.757406048446452e-07,aluminum,0.01553040661942364
1.5007411862023423,734.0116742706173,1.9625027856339183e-06,composite,0.00951976724967028
1.1438975025512508,556.2983288170685,1.1727850220972992e-06,steel,0.0011979075998763806
1.0139362877082014,275.6158050479759,1.0272361900074245e-06,steel,0.0004914163996686218
1.2296560299988553,286.23119687332047,1.1432567622084743e-06,composite,0.003543167765695477
1.131822217786521,615.8572561578209,1.9572478338697748e-06,steel,0.0006699776617336287
1.6776586736128576,303.76636186524684,9.131432641856083e-07,steel,0.0025152184589621635
1.1218325046285311,504.375620949226,1.8407636486014176e-06,aluminum,0.001881743977225038
1.5063299316206331,795.0646855572264,1.6494126732817373e-06,aluminum,0.007881491307397214
1.6942624356428864,202.4045628400037,1.7960230149908336e-06,steel,0.0009352947228254031
1.5811166092209024,209.94788113853414,1.9710770484414755e-06,aluminum,0.0021141729560346474
1.1997756516600577,795.8507491583039,1.8105855866202461e-06,composite,0.005794210972718828
1.8041245261822627,550.7833004804993,1.9320588215334234e-06,aluminum,0.0080003977714508
1.7154071296158016,276.1459853111079,9.523223081491036e-07,aluminum,0.0064183047756403485
1.7389840039155418,738.3813198524562,1.754946278200364e-06,steel,0.0036036895557392036
1.1310577515573133,728.2281800766153,1.4548108328972573e-06,aluminum,0.0035718518971886515
1.1237538036503447,521.7202478668252,1.4521947140958328e-06,composite,0.003570621842041793
1.9275625510065075,573.075217916454,1.8787058915846162e-06,aluminum,0.010886893952375569
1.3975781938249408,363.9123149005258,1.9661645823760534e-06,composite,0.003912570065630512
1.3009486917809396,230.31181782320309,1.645805987651817e-06,steel,0.0005167887150372566
1.4885840453515333,556.7405653345186,1.3795260673661407e-06,steel,0.0018787901665107758
1.6628642127635824,376.85311592165783,1.3476846294822144e-06,aluminum,0.005814388485968576
1.95562325704697,598.1726279962111,1.263609748667818e-06,steel,0.00645740537656353
1.2864462268820551,701.7471061055608,1.2339188354871951e-06,aluminum,0.005689387493000094
1.9248084293120271,210.89632634861843,1.2698082100213177e-06,composite,0.007902865236426374
1.0248594913862563,557.4282648114365,9.077038823014343e-07,aluminum,0.0033907421075519317
1.5551980423268246,338.76832381211136,8.929233023125258e-07,aluminum,0.006898669065002494
1.6339751116810852,724.3330987422809,1.735843812646774e-06,composite,0.014229327149687377
1.1058974037507534,352.1987039370971,1.3352874715042712e-06,steel,0.0006028080797650455
1.1403395970639125,566.462079941251,1.9168213862535444e-06,composite,0.003320496991183638
1.4191143193163038,532.1245040537669,1.5346652103127429e-06,steel,0.0016815603927369683
1.9662319121431817,437.6999000355494,8.422111786213037e-07,composite,0.030284021734003547
1.5960425532343727,606.5724581598764,9.890280095809753e-07,aluminum,0.013417519953258846
1.9330232216002112,635.4617808292603,1.046983751615609e-06,steel,0.007661234098424947
1.8043609156129707,540.1626771916322,1.9708832292675926e-06,composite,0.010983778701327256
1.4673816015552914,655.0533423108525,1.0624450713819618e-06,steel,0.0033192544836399235
1.7847634492521873,790.0502455957626,1.4189068115456615e-06,aluminum,0.016165081184254904
1.0178367839769877,451.5634327404831,1.9234123179682355e-06,composite,0.0019440535315477846
1.1091439967657348,508.74983113131856,1.9726312758972286e-06,composite,0.002551082825524122
1.8294286148827363,207.48192676472794,1.0836325224602535e-06,composite,0.009189629742117206
1.7968170883251617,677.617133786227,8.589411725000481e-07,aluminum,0.023134206374785287
1.2326407419664336,512.1380402275963,9.843221990453101e-07,aluminum,0.005312989604761144
1.5307695905990535,444.7768582163391,8.759941744430697e-07,steel,0.002921594188329152
1.6060158207000108,256.4431778536375,1.0341490893108036e-06,composite,0.00741589287327808
1.8677389537760112,733.7938530052384,1.4822836576444825e-06,aluminum,0.015343422561148403
1.6031071573387257,437.0043440243338,1.89493855555477e-06,composite,0.006865415737511939
1.4125715692736804,609.5489589255322,1.444662660433208e-06,aluminum,0.005489507759316405
1.3741840434071828,289.62449382089045,1.551187468038897e-06,composite,0.003093227036872256
1.4258820863735098,776.9297777246195,1.0422407019314492e-06,steel,0.0035234641221947565
1.6519310255799742,307.0650570930985,1.7607003448086201e-06,composite,0.005931086485072468
1.8674906317523248,319.72519573969424,1.5413466902066999e-06,steel,0.0021961202785198645
1.4538968820762999,715.3897163346282,1.8369641950312697e-06,steel,0.0021877956618595955
1.2478395629513581,747.5496464851587,1.9386117284069406e-06,aluminum,0.0036219751539015082
1.2366623629975813,327.28844451398083,1.2174809309079107e-06,aluminum,0.0026146782028775035
1.7460142802434464,481.88053290489677,9.086948702425271e-07,composite,0.02118218728277381
1.8165687634239105,640.0969427376979,1.071114749500139e-06,aluminum,0.018021016988380954
1.1052780798541249,727.019440286481,1.3254098788110045e-06,steel,0.0012516443813656993
1.066558856955178,427.43161702238314,1.934832382189368e-06,steel,0.0004772834243371991
1.5944336637564518,510.2116921096575,1.2539717868480982e-06,aluminum,0.007989593313582503
1.1461732441926982,645.029846311841,1.724927856398444e-06,aluminum,0.0027876035078069957
1.8246641904563412,638.6815859916773,1.448572030604906e-06,aluminum,0.013176669239942963
1.3103346739240744,669.7760780156509,1.0193705245171718e-06,steel,0.002428216555860335
1.1438719329711426,541.9602911849158,1.184880942744142e-06,aluminum,0.003374122503215025
1.9209704724874501,262.7690580828651,1.5838302620273823e-06,aluminum,0.006316150360685382
1.1655317227352782,742.383974526824,1.6074240736218721e-06,composite,0.005343489973968518
1.2847200823379357,719.3435235926169,1.3217116961708553e-06,aluminum,0.0056920559361399925
1.1536133951920586,678.8584614909998,1.0743747231945376e-06,composite,0.007637627031390787
1.115490063665355,259.9174862964377,1.6662881354152116e-06,steel,0.00038142701993187255
1.02114801633644,322.6384202488575,1.0026476499352577e-06,composite,0.0025395362252266063
1.0553954091642601,646.1602190645912,1.9240036302381517e-06,steel,0.0005795902325827914
1.1746414709358528,213.88405674916785,1.025484294843772e-06,steel,0.0005779519186740116
1.0533819326271754,787.5347802243678,9.287748353990245e-07,composite,0.006526761339996314
1.5911438161109712,426.28680821340845,1.3971772428384544e-06,aluminum,0.006373957002630876
1.6807145267995063,631.5875202144941,1.4234595177316328e-06,aluminum,0.01026276795125447
1.3936304568320281,732.542653092826,1.4098314977338937e-06,aluminum,0.007133797986222513
1.3179910969520494,436.7779328900493,1.3240009872066072e-06,composite,0.005342338558974196
1.50452623702223,391.47949315979963,1.99377787139553e-06,steel,0.0010279870410923927
1.8750049422346087,565.244677338948,1.3835367352046981e-06,steel,0.004547025635489324
1.851131626822206,548.5936242488305,1.373535896887797e-06,steel,0.004215422322270007
1.043475062012792,445.48398657487826,1.3061192752574735e-06,composite,0.002799978436466959
1.1814984095965242,561.0648535206251,8.801909056417555e-07,steel,0.0017596199502042482
1.236744871104396,761.2288217398968,1.5115479573795392e-06,aluminum,0.005238988289597626
1.2493875758322117,480.58415397595786,1.0735613266678189e-06,aluminum,0.004393568594671914
1.5712326517427728,318.0453084503788,1.5651307762748598e-06,steel,0.0013826757895525434
1.4162624257031924,426.32358972980234,8.610001543381725e-07,aluminum,0.007081850311909736
1.049254119927594,436.46418955587114,1.977664521503602e-06,steel,0.0004563312389529077
1.3736141384595717,278.6652158157319,1.3628060948152067e-06,steel,0.0008748721859292043
1.5237529487176373,297.72290033273293,1.876106445908838e-06,steel,0.0008395884122962667
1.1016719029037159,610.7372440362063,1.3706734078795218e-06,composite,0.004371484513267361
1.8334585537885597,403.68665252534163,8.72396982289066e-07,aluminum,0.014336775591314561
1.0519618664651043,772.9390351134846,1.7866562553125683e-06,composite,0.003549635889195488
1.9248418690180622,346.15804721516446,1.577820475600561e-06,aluminum,0.0074917787964455555
1.0991131415798754,259.3547030628934,1.7381084570887341e-06,steel,0.0003187907268695252
1.8435749515977529,652.1027378001547,1.313803836210648e-06,aluminum,0.0161527697153018
1.902653143927617,728.621631150722,1.5655240930959738e-06,composite,0.024635656839326794
1.9795706805865927,366.8680141228927,1.8274748045559288e-06,aluminum,0.007768257341697868
1.8020258802735936,321.2528609872868,1.5572785314462649e-06,steel,0.002074459304360275
1.779477540771329,311.4596809226523,1.217208361803084e-06,steel,0.0023985765228267553
1.6424832759955477,513.2073808199074,1.5950355132394396e-06,composite,0.010664990381877104
1.7789963545781289,481.04998474806257,1.6062250263368806e-06,aluminum,0.007663172686826166
1.134552208413147,355.66390391272057,1.95270435500795e-06,composite,0.0017549456107136432
1.5360680359476373,227.10387019365584,1.245094785850003e-06,aluminum,0.003217584305651264
1.5142228701904146,488.8948041957684,1.3100981210169574e-06,steel,0.0021943643239374535
1.8575721441225577,775.599408581365,1.774547553424471e-06,composite,0.022006386808784754
1.4627993655935159,591.511520451598,1.4069147776912896e-06,composite,0.010513879174572655
1.3850894961003535,497.303933977171,1.6838877117388796e-06,composite,0.006269438188062908
1.63956327123711,266.41524441776966,1.3516513573443104e-06,composite,0.006113838182782347
1.266463317500846,351.46177432975236,1.0585941701752405e-06,steel,0.0011042252909451576
1.1397684109539568,376.86436974472565,1.6942446113372129e-06,composite,0.002498228118109401
1.4778772740237458,658.8821315643406,9.573862030216518e-07,steel,0.004171116665429328
1.4168893685948851,726.0264783587716,1.0383003962375697e-06,composite,0.01582376350864847
1.2325699405288737,740.9851121398631,1.5521899793410503e-06,steel,0.0015732567166247332
1.367511810115128,790.7411649504525,1.6967237602304836e-06,aluminum,0.005646023775890356
1.3663924498262474,789.4200098627194,1.873625464241378e-06,composite,0.0076103240909700465
1.3274955644125455,771.7994796607888,1.12710379689907e-06,steel,0.002775174097970002
1.379464079726929,243.09328430173062,9.328691103206651e-07,steel,0.0010773301153808644
1.6857433454559454,282.67612155668314,1.9472559914271546e-06,composite,0.005089767900023035
1.2968764745712853,382.6799158856197,9.853077056265708e-07,steel,0.0014038115978765797
1.9488579267153403,531.738952438677,1.0372003787055673e-06,aluminum,0.019791887972158376
1.916348019538178,258.18673322328755,1.1495953442701589e-06,composite,0.011500243437061462
1.4809104283000787,707.4781746812855,1.435269624831545e-06,aluminum,0.006790607908788242
1.328361205004689,570.0537074463855,1.8593906792408935e-06,aluminum,0.0035591094640072636
1.5354347898300031,525.4186413813229,1.7126552272758401e-06,aluminum,0.005177363294482608
1.8485604887736247,299.1867940203747,1.6497890646111622e-06,aluminum,0.005545866208197997
1.652587340560102,351.95328464011845,1.0102166814272044e-06,aluminum,0.00756321671364924
1.8043918279470774,296.18721498935486,1.229219157831169e-06,aluminum,0.006744888068861925
1.5327222760657402,711.1598946768792,1.3740859113040136e-06,steel,0.003228673551162455
1.6329176292676206,550.5367160367309,9.76911144182703e-07,aluminum,0.010945188442515333
1.2881556141824617,641.0776565117801,1.128115642552007e-06,composite,0.008765037139979294
1.7348931623102908,377.61971774601545,1.169999844743413e-06,composite,0.012910962693332223
1.2024045931257183,422.7515822529663,9.527314379948471e-07,steel,0.0012461539212294608
1.6947981288184981,442.91297865592026,1.460287630289909e-06,composite,0.010057269140111392
1.860719068325894,656.008983046421,1.6460338358290314e-06,composite,0.019654400918074046
1.1321028373015438,663.4117926047409,8.839179577722334e-07,steel,0.00191692519299134
1.6143797405419198,324.08811650841903,1.3773477221157797e-06,composite,0.00731685890543962
